token,entropy,doc_count,num_esha_categories
chilimon,-0.0,3,1
chilipeno,-0.0,1,1
chilipowder,0.0,0,0
chilis,2.038159681645953,13,5
chilistarter,-0.0,1,1
chilito,0.9182958340544896,3,2
chilitos,0.0,0,0
chilka,-0.0,1,1
chilkab,-0.0,1,1
chill,1.6681742015413372,109,11
chilla,-0.0,1,1
chille,0.0,0,0
chilled,2.715895252496135,177,16
chiller,-0.0,1,1
chillers,0.7219280948873623,10,2
chilles,-0.0,1,1
chilli,3.0641073469501365,100,14
chillies,1.9219280948873623,5,4
chillin,2.5,8,6
chilling,-0.0,10,1
chilll,0.9182958340544896,3,2
chillo,-0.0,1,1
chilly,1.5,4,3
chillz,-0.0,1,1
chilorio,0.8112781244591328,4,2
chilositos,0.0,0,0
chilpotle,0.4689955935892812,10,2
chilpotles,-0.0,2,1
chilsung,0.0,0,0
chiltepes,-0.0,1,1
chiltepin,-0.0,1,1
chimayo,0.9182958340544896,3,2
chimchangas,-0.0,1,1
chimchurri,-0.0,1,1
chimi,0.9182958340544896,9,2
chimichanga,2.0121422015765096,29,6
chimichangas,1.4384323354415096,30,4
chimichurri,2.4024727995114,58,11
chimis,-0.0,2,1
chimmichurri,-0.0,1,1
chimney,-0.0,1,1
chimp,-0.0,2,1
chimps,0.9182958340544896,3,2
chin,2.0,8,5
china,1.9219280948873623,5,4
chine,-0.0,7,1
chinese,2.870827562721693,167,14
ching,2.7324637247241332,18,8
chinkiang,-0.0,2,1
chinky,-0.0,1,1
chinnaman,-0.0,1,1
chinnamon,-0.0,1,1
chinook,-0.0,2,1
chinotto,0.0,0,0
chinse,-0.0,1,1
chiocciole,-0.0,3,1
chioggia,-0.0,1,1
chiostro,0.0,0,0
chip,2.034299304168084,4719,21
chipelada,-0.0,1,1
chipes,-0.0,1,1
chipetta,-0.0,1,1
chipgalletas,0.0,0,0
chipico,-0.0,2,1
chipins,-0.0,1,1
chipless,-0.0,1,1
chiplets,-0.0,1,1
chipmates,1.7924812503605778,6,4
chipnuts,-0.0,1,1
chipolatas,-0.0,2,1
chipotal,-0.0,1,1
chipotil,-0.0,1,1
chipotle,3.050196918580878,1498,21
chipotles,0.5916727785823275,7,2
chipotte,-0.0,1,1
chipped,2.4579195645645373,23,8
chippedy,-0.0,1,1
chipper,1.2987949406953985,8,3
chippers,0.9456603046006401,11,2
chippey,-0.0,2,1
chippy,1.2516291673878228,6,3
chips,2.9805920374934294,12043,22
chips1,-0.0,1,1
chipsolicious,-0.0,1,1
chipster,-0.0,2,1
chipsters,-0.0,1,1
chiptastic,0.9182958340544896,3,2
chiptole,1.584962500721156,3,3
chipz,2.321928094887362,5,5
chiqin,-0.0,2,1
chiquita,-0.0,1,1
chisel,-0.0,1,1
chiseled,-0.0,1,1
chiseledice,-0.0,1,1
chisholm,-0.0,1,1
chispitas,0.0,0,0
chistorra,-0.0,4,1
chitarra,0.5435644431995964,8,2
chitos,-0.0,1,1
chitterlings,1.5219280948873621,5,3
chiu,-0.0,1,1
chiv,-0.0,1,1
chive,2.6986184630954932,244,16
chives,2.8981275935786264,136,15
chix,0.7219280948873623,5,2
chiz,-0.0,1,1
chk,-0.0,1,1
chkn,1.0,2,2
chli,-0.0,1,1
chlinaria,-0.0,1,1
chloe,-0.0,1,1
chlorella,2.1219280948873624,10,5
chlorellla,-0.0,1,1
chlorophyll,0.7219280948873623,5,2
chng,0.0,0,0
chnk,1.584962500721156,3,3
cho,0.7219280948873623,5,2
chobani,0.8112781244591328,4,2
choc,2.431367315621221,128,13
chocalatey,-0.0,1,1
chocalive,-0.0,1,1
chocchip,-0.0,1,1
choccolate,-0.0,1,1
choccy,-0.0,1,1
choceur,0.9182958340544896,3,2
chocfudge,-0.0,1,1
chocho,-0.0,4,1
chocholate,-0.0,1,1
chochos,-0.0,3,1
chociolate,-0.0,1,1
chock,-0.0,1,1
chockie,-0.0,2,1
chockies,1.5,4,3
choclate,2.2841591278514217,12,6
choclates,-0.0,1,1
choclty,-0.0,1,1
choco,2.0181957108892066,265,12
chocoalate,-0.0,1,1
chocoalatey,-0.0,1,1
chocoalte,0.4689955935892812,10,2
chocoate,-0.0,1,1
chocobanana,-0.0,1,1
chocobang,-0.0,1,1
chocobloc,-0.0,4,1
chocochamp,-0.0,1,1
chococherries,0.0,0,0
chocochip,-0.0,3,1
chocochips,0.0,0,0
chococlate,0.9182958340544896,3,2
chococlates,0.0,0,0
chococoa,-0.0,1,1
chococolate,-0.0,1,1
chococrunch,-0.0,2,1
chocodamia,-0.0,1,1
chocodate,-0.0,2,1
chocodates,0.0,0,0
chocodile,1.0,2,2
chocodream,-0.0,2,1
chocodrizzler,-0.0,1,1
chocoflan,-0.0,1,1
chocoherries,0.0,0,0
chocoholic,-0.0,1,1
chocolada,0.0,0,0
chocolade,0.7219280948873623,5,2
chocolae,-0.0,1,1
chocolaf,-0.0,1,1
chocolano,0.0,0,0
chocolart,-0.0,1,1
chocolat,1.3208020839342967,36,5
chocolata,-0.0,2,1
chocolate,2.1329677576038186,37144,24
chocolatechip,0.0,0,0
chocolatecoating,-0.0,1,1
chocolated,-0.0,1,1
chocolately,1.9219280948873623,5,4
chocolaterie,-0.0,9,1
chocolates,0.9469796745106096,1042,14
chocolatesea,-0.0,1,1
chocolatetruffles,-0.0,1,1
chocolatety,0.9182958340544896,3,2
chocolatex,-0.0,1,1
chocolatey,2.5151339221400724,686,16
chocolatier,1.1239065312289127,48,7
chocolatiers,-0.0,1,1
chocolatines,0.0,0,0
chocolatini,0.0,0,0
chocolatl,-0.0,1,1
chocolatr,-0.0,1,1
chocolats,-0.0,1,1
chocolatta,-0.0,2,1
chocolaty,1.8016204630985444,459,16
chocoliere,-0.0,1,1
chocolino,0.8112781244591328,4,2
chocolit,-0.0,1,1
chocolix,-0.0,1,1
chocoloate,-0.0,1,1
chocolot,0.9182958340544896,3,2
chocolove,0.6500224216483541,6,2
chocolte,-0.0,1,1
chocoltey,-0.0,1,1
chocomaker,1.224394445405986,9,3
chocomallow,-0.0,1,1
chocomania,-0.0,1,1
chocome,-0.0,3,1
chocomelher,0.0,0,0
chocomint,0.9182958340544896,3,2
chocomize,-0.0,2,1
choconut,1.0,2,2
choconuts,0.0,0,0
chocopalogie,-0.0,1,1
chocopolitan,-0.0,3,1
chocopologie,-0.0,1,1
chocoprince,-0.0,1,1
chocoretas,-0.0,1,1
chocorite,-0.0,2,1
chocorocks,-0.0,2,1
chocorooms,-0.0,3,1
chocosoda,0.0,0,0
chocostyle,-0.0,1,1
chocotella,-0.0,3,1
chocotreasure,-0.0,1,1
chocti,-0.0,1,1
choctopus,-0.0,1,1
chocula,-0.0,7,1
chocxo,1.0,2,2
chofalls,-0.0,1,1
chohk,-0.0,1,1
choi,1.0,4,2
choice,3.9208337695825963,564,22
choices,1.207518749639422,12,4
choicolate,-0.0,1,1
choka,-0.0,1,1
chokeberry,1.0,2,2
chokecherry,-0.0,1,1
chokis,0.9182958340544896,3,2
choklad,-0.0,17,1
chokladchip,0.8112781244591328,4,2
chokolada,-0.0,1,1
chokoleta,-0.0,1,1
cholaca,0.0,0,0
cholate,1.584962500721156,3,3
cholates,-0.0,1,1
cholay,0.0,0,0
cholcate,-0.0,1,1
chole,1.0,2,2
cholent,0.0,0,0
cholesterol,2.0311836644228602,21,6
cholesteroll,-0.0,1,1
choley,0.0,0,0
choline,-0.0,2,1
cholita,1.0,2,2
cholocolate,-0.0,1,1
chololate,1.0,2,2
cholov,0.0,0,0
cholula,0.0,0,0
chomis,0.0,0,0
chomoy,-0.0,1,1
chomp,0.5435644431995964,8,2
chomperz,-0.0,1,1
chompie,0.7219280948873623,5,2
chompin,-0.0,1,1
chomplings,0.0,0,0
chomps,-0.0,1,1
chona,1.0,2,2
chondroitin,-0.0,1,1
chontaduro,1.0,2,2
choo,-0.0,1,1
chooclate,-0.0,4,1
choocolate,1.0,2,2
chookie,-0.0,1,1
chookies,-0.0,1,1
chooped,0.0,0,0
choose,-0.0,1,1
chop,2.0797672742688116,108,8
chop10oz,-0.0,1,1
chophouse,1.8910611120726528,9,4
chopped,3.0256812749650313,1245,21
chopper,2.912287807723177,52,12
chops,0.6125476440175479,90,4
chopsie,-0.0,1,1
choripdong,0.9182958340544896,3,2
chorized,-0.0,1,1
chorizo,2.0252282899970275,365,14
chorizos,-0.0,4,1
chorokbada,0.0,0,0
chosen,-0.0,1,1
chostly,-0.0,1,1
chourico,1.5,4,3
chow,2.5590676695165895,105,11
chowdeiz,-0.0,1,1
chowder,2.3063309894452177,300,10
chower,0.0,0,0
chowmein,0.9182958340544896,6,2
chox,-0.0,1,1
choy,2.7590919896416812,96,11
chp,-0.0,1,1
chpotle,-0.0,1,1
chps,-0.0,1,1
chreese,1.3709505944546687,5,3
chris,2.0,4,4
chrismas,-0.0,1,1
christ,0.8112781244591328,4,2
christian,-0.0,3,1
christie,-0.0,2,1
christmas,1.4815082188008575,273,14
christmas1x14,-0.0,1,1
christmas1x3,-0.0,1,1
christmas1x8,-0.0,1,1
christmas1x9,-0.0,1,1
christmax,1.0,2,2
christopher,1.4488156357251847,7,3
chrms,-0.0,2,1
chromium,0.0,0,0
chronic,-0.0,1,1
chrouk,-0.0,1,1
chrs,-0.0,1,1
chruciki,0.0,0,0
chruscik,-0.0,1,1
chry,-0.0,2,1
chrysanthemum,-0.0,1,1
chrzan,-0.0,1,1
chs,2.48345859334435,16,7
chsbrgr,0.0,0,0
chsck,0.0,0,0
chse,-0.0,1,1
chsy,0.0,0,0
chu,0.5916727785823275,7,2
chuan,2.4464393446710155,10,6
chuao,0.9182958340544896,3,2
chub,1.5219280948873621,10,3
chubby,0.863120568566631,7,2
chuck,0.9751549210211417,142,9
chuckanut,0.6500224216483541,6,2
chuckles,-0.0,7,1
chuckwagon,1.0,2,2
chucky,0.0,0,0
chug,1.5219280948873621,5,3
chuggin,-0.0,1,1
chuk,-0.0,1,1
chuka,-0.0,5,1
chukar,1.584962500721156,3,3
chulent,0.0,0,0
chulpe,-0.0,3,1
chum,-0.0,7,1
chums,-0.0,1,1
chun,2.0,8,5
chuncky,-0.0,1,1
chunda,0.0,0,0
chundo,-0.0,1,1
chung,2.0588138903312014,9,5
chunk,3.1731021900079988,1215,18
chunka,-0.0,1,1
chunkcookie,-0.0,1,1
chunked,1.7527152789797045,9,4
chunkers,-0.0,1,1
chunkolicious,-0.0,1,1
chunks,2.885579277034426,1055,20
chunky,2.56497471971407,1400,19
chunkysoup,-0.0,2,1
chunkytm,-0.0,3,1
chunkytmchili,-0.0,3,1
chuno,-0.0,1,1
chupa,0.9182958340544896,3,2
chupacabra,0.7219280948873623,5,2
chupalicious,0.0,0,0
chups,-0.0,2,1
churn,0.8813347950309172,41,5
churned,1.5907823097043488,123,14
churr,-0.0,1,1
churrasco,-0.0,2,1
churray,-0.0,1,1
churri,-0.0,2,1
churricos,0.9182958340544896,3,2
churrito,-0.0,1,1
churritos,2.1180782093497093,11,5
churro,2.3630161968512793,121,10
churros,2.2417812580773235,21,5
chutney,0.8493693612834734,80,7
chutneys,-0.0,1,1
chutter,-0.0,2,1
chve,-0.0,1,1
chvre,-0.0,1,1
chw,-0.0,1,1
chwdr,0.0,0,0
chwy,0.9182958340544896,3,2
chyps,0.0,0,0
chz,0.8112781244591328,4,2
chzbal,-0.0,1,1
ciabatta,0.9955566319286914,205,7
ciabattini,-0.0,1,1
ciambella,0.0,0,0
ciambelle,0.0,0,0
ciao,-0.0,9,1
ciara,-0.0,1,1
cibao,-0.0,3,1
cibo,-0.0,4,1
ciboulette,-0.0,1,1
cicero,-0.0,5,1
cidar,-0.0,1,1
cide,-0.0,1,1
cider,1.666671573169854,730,12
cidermate,-0.0,1,1
ciders,-0.0,1,1
cidrines,-0.0,1,1
cielito,-0.0,2,1
cigar,-0.0,1,1
cigars,1.061278124459133,8,3
ciikie,-0.0,1,1
cilanktro,-0.0,1,1
cilanto,-0.0,1,1
cilantro,2.939685657215638,563,20
cilantrolime,0.0,0,0
ciliegine,-0.0,12,1
ciliengine,-0.0,1,1
cin,1.0,2,2
cinammon,-0.0,1,1
cinamon,-0.0,1,1
cinch,-0.0,1,1
cincinnati,1.9182958340544893,6,4
cinco,-0.0,1,1
cincy,1.0,2,2
cinderella,0.9182958340544896,3,2
cindi,-0.0,1,1
cindy,0.8112781244591328,4,2
cinema,1.7381493331928664,13,4
cing,-0.0,1,1
cini,-0.0,1,1
cinn,1.9824575106554492,24,6
cinna,2.1626441180472606,11,5
cinnaberry,0.0,0,0
cinnabiscuit,-0.0,1,1
cinnaboli,0.0,0,0
cinnabon,2.2854752972273342,20,6
cinnabunnies,-0.0,1,1
cinnaburst,-0.0,1,1
cinnachip,-0.0,1,1
cinnacrunch,-0.0,1,1
cinnadust,1.5709505944546687,10,4
cinnadusta,0.0,0,0
cinnagraham,-0.0,2,1
cinnamazing,0.9182958340544896,3,2
cinnamilk,-0.0,2,1
cinnamn,-0.0,2,1
cinnamon,2.655053877553561,4848,25
cinnamonn,-0.0,1,1
cinnamontastic,-0.0,1,1
cinnamony,-0.0,1,1
cinnamuffins,0.0,0,0
cinnanon,-0.0,1,1
cinnapastry,0.0,0,0
cinnaring,-0.0,1,1
cinnasweet,-0.0,2,1
cinnatwin,0.0,0,0
cinnayum,-0.0,1,1
cinnful,-0.0,1,1
cinni,0.8812908992306927,10,2
cinnis,-0.0,5,1
cinnmaon,-0.0,1,1
cinnmon,-0.0,1,1
cinnnamon,-0.0,2,1
cinnomon,-0.0,1,1
cinque,-0.0,1,1
ciocco,-0.0,2,1
cioccolati,-0.0,2,1
cioccolato,-0.0,1,1
cioffee,0.0,0,0
ciolo,1.272905595320056,15,3
cioppino,0.8112781244591328,4,2
cipolla,-0.0,1,1
cipolline,1.2516291673878228,6,3
cipollini,-0.0,1,1
cipotle,-0.0,1,1
cipriani,-0.0,1,1
cips,-0.0,1,1
cira,-0.0,2,1
circle,3.3696826349012294,92,14
circles,-0.0,3,1
circuit,-0.0,1,1
circulation,-0.0,2,1
circumstance,-0.0,1,1
circus,0.3120895659343452,89,2
cirio,1.0,2,2
cirtus,-0.0,1,1
ciruela,1.0,2,2
ciselly,-0.0,1,1
cisse,0.9182958340544896,3,2
cit,-0.0,1,1
citas,-0.0,1,1
citeaux,0.0,0,0
cities,1.5,4,3
citra,0.9182958340544896,3,2
citrate,0.7219280948873623,5,2
citric,1.0,4,2
citron,1.4567796494470395,20,5
citronette,-0.0,1,1
citronnettes,-0.0,1,1
citrspnch,0.0,0,0
citrus,2.437016074614252,978,20
citrusonic,-0.0,1,1
citrusy,1.75,8,4
citterio,0.9709505944546686,5,2
city,2.606261928042504,156,15
ciuti,-0.0,2,1
civilized,0.0,0,0
cjile,-0.0,1,1
ck,0.9182958340544896,3,2
ckd,0.5501234060351945,40,3
cked,0.9182958340544896,3,2
ckie,-0.0,1,1
ckn,1.836591668108979,9,4
ckpat,0.0,0,0
cks,-0.0,1,1
cky,0.0,0,0
cl,0.9182958340544896,3,2
cl1285,-0.0,1,1
clabatta,1.0,2,2
clabber,1.5219280948873621,5,3
clackers,-0.0,1,1
claim,1.1721597626314753,30,5
clair,1.0,2,2
claire,-0.0,8,1
clairs,-0.0,1,1
clam,2.071430561488656,287,9
clamato,-0.0,5,1
clams,0.9967388259635588,144,5
clamse,0.0,0,0
clamtwist,-0.0,2,1
clan,0.9182958340544896,3,2
clancy,-0.0,3,1
clandestine,-0.0,1,1
clara,-0.0,1,1
clarence,-0.0,2,1
clarified,1.1159581619641619,46,6
clarity,1.8423709931771084,7,4
clark,-0.0,1,1
clash,-0.0,4,1
clasica,1.75,8,4
clasicas,-0.0,2,1
clasico,3.0697738350294776,24,10
class,0.9182958340544896,3,2
classic,3.698655530563641,4353,24
classica,-0.0,1,1
classical,-0.0,2,1
classically,2.2516291673878226,6,5
classiche,-0.0,1,1
classici,-0.0,1,1
classico,2.998181593025122,34,10
classics,3.588430550181986,362,19
classified,-0.0,1,1
classique,-0.0,1,1
classroom,0.2580186686648155,23,2
classy,0.9182958340544896,3,2
classzf3,-0.0,1,1
claudio,0.0,0,0
claus,1.224394445405986,9,3
claussen,-0.0,2,1
claw,1.7335596047629827,52,7
clawed,-0.0,1,1
claws,0.6434149067106801,46,3
clawson,-0.0,1,1
claxton,-0.0,1,1
clay,0.9182958340544896,3,2
clean,3.0829217869250938,116,14
cleaned,1.788039976903464,70,5
cleaning,-0.0,2,1
cleanse,1.061278124459133,8,3
cleanser,-0.0,4,1
cleansing,-0.0,1,1
clear,2.821997301695819,142,16
clearbrook,0.0,0,0
clearing,-0.0,1,1
clearly,0.7219280948873623,5,2
cleaver,-0.0,1,1
clemente,-0.0,6,1
clementeenies,0.0,0,0
clementina,-0.0,4,1
clementine,0.7000180891230742,48,4
clementines,0.7219280948873623,5,2
clemson,1.0,2,2
cleo,-0.0,1,1
clermont,-0.0,1,1
cleveland,-0.0,1,1
clever,1.3221793455166666,11,3
click,-0.0,6,1
clickbait,-0.0,1,1
clif,1.2987949406953985,8,3
cliff,0.9182958340544896,3,2
clifornia,-0.0,1,1
climate,0.7219280948873623,5,2
climb,-0.0,1,1
climber,0.0,0,0
cling,1.2191117589817198,528,7
clinging,0.0,0,0
clingstone,1.9182958340544893,6,4
clinic,-0.0,1,1
clink,-0.0,1,1
clip,-0.0,7,1
clipped,-0.0,1,1
clipper,-0.0,3,1
clippings,-0.0,2,1
clips,-0.0,1,1
clises,-0.0,1,1
cln,-0.0,3,1
cloby,-0.0,2,1
clock,1.584962500721156,3,3
clodhoppers,-0.0,1,1
clogs,-0.0,2,1
clorets,-0.0,2,1
close,0.0,0,0
closeout,2.251629167387823,12,6
clothbound,-0.0,1,1
clotted,-0.0,1,1
cloud,0.8812908992306927,10,2
cloudberry,0.9182958340544896,3,2
cloudies,-0.0,1,1
cloudmist,-0.0,1,1
clouds,1.7924812503605778,6,4
cloudy,1.0,2,2
cloumage,-0.0,3,1
clove,2.131904586941773,28,7
clover,3.148652493799041,276,20
cloverhill,-0.0,1,1
cloverland,0.5435644431995964,8,2
cloverleaf,-0.0,1,1
clovers,-0.0,1,1
cloves,2.344462299865442,22,7
clown,-0.0,2,1
clownfish,-0.0,1,1
clowns,-0.0,1,1
clr,-0.0,1,1
clr2,-0.0,1,1
clrd,-0.0,1,1
clrs,-0.0,1,1
clsc,0.0,0,0
clsico,0.9182958340544896,3,2
clssc,-0.0,1,1
cltte,-0.0,1,1
club,3.2215527030661275,457,22
clubhouse,0.9182958340544896,6,2
cluck,0.9182958340544896,3,2
cluckalicious,-0.0,1,1
clucker,1.0,2,2
cluckers,-0.0,1,1
cluckin,1.0,2,2
clue,1.0,2,2
cluizel,-0.0,2,1
cluker,-0.0,1,1
clunk,0.0,0,0
cluster,2.887627668483966,189,15
clusterbucks,0.0,0,0
clusterific,-0.0,1,1
clusters,2.913886591707403,930,18
cml,0.0,0,0
cn,2.3472166410178907,158,11
cnady,-0.0,1,1
cnae,-0.0,1,1
cninnamon,0.0,0,0
cnnamon,-0.0,1,1
cnster,-0.0,1,1
cnt,-0.0,3,1
cnutcrm,-0.0,1,1
co,3.5777899442846413,493,23
co2,-0.0,26,1
co9ld,-0.0,1,1
coach,1.584962500721156,3,3
coahuila,-0.0,1,1
coal,1.439254017211876,17,5
coarse,1.5577677972974744,195,10
coarsely,1.5,4,3
coast,3.361763420315429,37,11
coastal,2.9426831892554923,25,11
coastalberry,-0.0,1,1
coasted,-0.0,1,1
coasters,-0.0,1,1
coat,2.5228657634046865,23,7
coated,3.2301865987351586,958,21
coateed,0.0,0,0
coates,-0.0,1,1
coating,2.5111909025215713,863,19
coatings,-0.0,2,1
coatng,-0.0,1,1
coats,-0.0,1,1
cob,1.1156587475216562,119,8
coba,0.0,0,0
cobalt,-0.0,9,1
cobb,1.7666532026734432,99,6
cobber,-0.0,1,1
cobbettes,-0.0,1,1
cobbler,2.4226016413254454,134,12
cobblers,-0.0,1,1
cobblestone,1.2087030080822634,23,4
cobblestones,-0.0,2,1
cobblestreet,0.0,0,0
cobettes,0.0,0,0
cobia,-0.0,1,1
coborn,1.2516291673878228,12,3
cobs,1.7527152789797047,9,4
coburg,-0.0,2,1
coburn,2.0119209285947934,17,6
cobwebs,0.6500224216483541,6,2
cobwers,-0.0,1,1
coc,0.0,0,0
coca,0.31950101802548386,71,4
cocada,1.5,4,3
cocadas,0.0,0,0
cocao,-0.0,2,1
cocavo,0.0,0,0
cocaxo,-0.0,1,1
cocco,-0.0,1,1
cochiglie,-0.0,1,1
cochinita,-0.0,1,1
cochon,-0.0,1,1
cochons,-0.0,1,1
cocida,-0.0,1,1
cocido,-0.0,1,1
cocina,1.8050365325772657,16,4
cock,2.054585169337799,12,5
cocked,-0.0,1,1
cockles,-0.0,1,1
cocktail,2.379071013364501,2013,16
cocktailfrom,-0.0,1,1
cocktails,2.389310912792836,28,8
cocnut,-0.0,1,1
coco,3.009980586950852,195,15
coco4usa,-0.0,2,1
cocoa,2.0744416329845894,2362,22
cocoacrunch,-0.0,1,1
cocoade,-0.0,1,1
cocoanut,-0.0,2,1
cocoaplanet,-0.0,1,1
cocoas,-0.0,1,1
cocoburg,-0.0,1,1
cocofino,-0.0,1,1
cocofudge,-0.0,2,1
cocofuel,-0.0,1,1
cocofusion,-0.0,2,1
cocokids,0.0,0,0
cocoktail,1.0,2,2
cocolate,0.9182958340544896,3,2
cocoleche,-0.0,1,1
cocomelon,0.9182958340544896,3,2
cocomels,-0.0,2,1
coconola,0.7219280948873623,5,2
cocononut,-0.0,1,1
cocont,0.0,0,0
coconut,3.3684478356552323,5793,24
coconutfudge,0.0,0,0
coconutmilk,2.413566151405846,155,9
coconuts,1.9182958340544893,6,4
coconutty,1.0,2,2
coconutwafer,0.0,0,0
coconuut,0.0,0,0
coconuy,-0.0,1,1
cocool,-0.0,1,1
cocopandan,0.0,0,0
cocoplanet,-0.0,1,1
cocoroll,-0.0,1,1
cocorolls,0.0,0,0
cocospice,0.0,0,0
cocospread,0.0,0,0
cocotella,-0.0,1,1
cocotropic,-0.0,2,1
cocount,-0.0,1,1
cocoyam,-0.0,2,1
cocoyo,-0.0,3,1
cocozia,-0.0,2,1
coctail,1.0,2,2
cocula,-0.0,1,1
cod,2.2615534242797044,385,18
code,0.2580186686648155,23,2
codfish,-0.0,1,1
codito,-0.0,1,1
coditos,-0.0,1,1
codon,-0.0,1,1
codos,-0.0,1,1
coen,-0.0,1,1
coeur,-0.0,3,1
cofee,0.0,0,0
cofetti,-0.0,1,1
coff,-0.0,1,1
coffaro,-0.0,1,1
coffe,2.0,4,4
coffee,2.7583426041434618,3030,20
coffeebar,-0.0,1,1
coffeeberry,-0.0,1,1
coffeecake,1.3516441151533924,9,3
coffeecreamer,0.0,0,0
coffeef,-0.0,1,1
coffeefruit,-0.0,1,1
coffeehouse,1.9609640474436814,10,5
coffees,-0.0,1,1
cognac,1.3516441151533922,9,3
cognition,-0.0,1,1
cognitive,-0.0,2,1
cogo,1.7534343861887849,14,5
cohen,1.5219280948873621,5,3
cohesion,0.0,0,0
coho,-0.0,20,1
coil,1.3709505944546687,5,3
coiled,-0.0,3,1
coin,1.3567796494470397,10,4
coins,0.8811972047957712,69,6
cojita,-0.0,1,1
coke,-0.0,70,1
coked,1.0,2,2
cokies,1.3709505944546687,5,3
cokkie,1.0,2,2
cokkies,0.0,0,0
cokos,0.0,0,0
coktail,-0.0,1,1
col,1.0,6,2
cola,0.4862478918349061,1281,10
colaby,-0.0,1,1
colacion,0.0,0,0
colada,2.543721094661117,206,9
colameco,0.6500224216483541,6,2
colavita,1.5510981710072647,12,4
colbert,-0.0,1,1
colby,0.47929668435238404,1013,12
cold,2.5603309993574412,1635,23
coldbrew,-0.0,2,1
coldfish,0.0,0,0
coldwater,-0.0,1,1
cole,1.6761257353059404,99,10
coleman,-0.0,2,1
coleslaw,1.6156563899350198,135,5
colgin,-0.0,1,1
colin,-0.0,1,1
colina,-0.0,1,1
collagen,2.8221186502853133,158,13
collar,-0.0,1,1
collard,1.7390178701066494,98,9
collards,-0.0,3,1
collars,-0.0,1,1
collecetion,-0.0,1,1
collectable,-0.0,5,1
collected,0.0,0,0
collectible,-0.0,2,1
collection,2.753385333834,297,19
collectionmini,-0.0,1,1
collections,-0.0,2,1
collective,0.7219280948873623,5,2
collector,1.584962500721156,3,3
college,1.4591479170272446,6,3
colletties,0.0,0,0
collezione,1.0,2,2
colliders,2.2359263506290326,7,5
colline,-0.0,2,1
collins,1.5,4,3
collision,0.41381685030363374,12,2
collisions,-0.0,8,1
collosal,-0.0,2,1
collusion,-0.0,1,1
colman,-0.0,2,1
colmillos,-0.0,2,1
coloma,1.0,2,2
colomba,1.5,4,3
colombia,1.5,4,3
colombian,2.972303837555588,63,13
colombiana,1.584962500721156,3,3
colombiano,0.863120568566631,7,2
colombina,1.5219280948873621,5,3
colombo,-0.0,1,1
colon,-0.0,1,1
colonial,0.9852281360342515,7,2
colonna,2.5073801024236353,13,6
colony,1.0,2,2
color,2.8558674226166163,299,17
coloradas,0.0,0,0
coloradito,-0.0,1,1
colorado,3.1464393446710157,20,10
colorados,0.0,0,0
colorburst,0.0,0,0
colore,-0.0,1,1
colored,3.1318178592171257,104,17
colorful,2.451342405340363,71,10
colorfull,-0.0,1,1
colorfully,-0.0,1,1
coloring,1.360964047443681,10,3
colors,2.209744547920467,66,8
colossal,2.633785195937079,152,11
colossial,-0.0,1,1
colour,-0.0,1,1
coloured,0.8112781244591328,4,2
colourful,-0.0,1,1
cols,-0.0,1,1
colteryahn,0.0,0,0
colts,0.9182958340544896,3,2
columbia,1.5717439436139027,35,5
columbian,1.0,2,2
columbus,1.5487949406953985,8,4
columela,-0.0,1,1
colusari,-0.0,4,1
com,1.0,2,2
comal,1.0,2,2
comanchero,-0.0,1,1
comapany,-0.0,1,1
comb,0.6500224216483541,12,2
combact,-0.0,1,1
combat,0.9182958340544896,3,2
combers,0.0,0,0
combinadas,0.0,0,0
combinado,-0.0,1,1
combination,2.9948611279878055,150,14
combinations,2.8150724101159437,13,8
combine,-0.0,1,1
combined,3.1976015774281557,42,14
combines,-0.0,3,1
combo,3.0528098241028436,160,12
combos,2.85845859334435,16,8
come,1.0,2,2
comeback,0.9182958340544896,3,2
comes,-0.0,1,1
comet,-0.0,1,1
comets,-0.0,1,1
comfort,3.2448766046537827,33,11
comforting,-0.0,1,1
comfy,-0.0,1,1
comic,0.0,0,0
comida,1.3709505944546687,5,3
comin,2.0,4,4
coming,0.0,0,0
comino,-0.0,1,1
comm,1.0,2,2
command,1.0,2,2
commander,1.0,2,2
commercial,-0.0,1,1
committed,-0.0,1,1
commodity,1.3221793455166666,11,3
common,1.5,4,3
commotion,-0.0,2,1
community,1.8423709931771084,7,4
commuter,-0.0,1,1
como,-0.0,5,1
compact,-0.0,4,1
compadres,-0.0,2,1
compagnia,-0.0,1,1
companies,-0.0,1,1
companion,1.0,2,2
companions,-0.0,1,1
company,3.182347730064016,368,20
compartment,-0.0,2,1
compbell,0.0,0,0
competition,0.9182958340544896,3,2
compi,1.9219280948873623,5,4
complainer,-0.0,1,1
compleats,2.222191575506678,11,6
complemented,-0.0,1,1
complements,-0.0,4,1
completa,-0.0,1,1
complete,3.154822905421271,470,18
completely,1.4591479170272446,6,3
complex,2.142079563925711,24,7
compliment,-0.0,1,1
complimented,-0.0,1,1
compose,-0.0,1,1
composite,-0.0,1,1
compost,-0.0,2,1
compote,1.823067982273661,11,4
compound,1.5,4,3
compressed,-0.0,2,1
compromise,-0.0,1,1
comrade,0.0,0,0
comstock,1.288649764535596,22,3
comte,-0.0,3,1
comvita,-0.0,1,1
con,2.750390299500238,251,12
conagra,-0.0,1,1
concard,-0.0,1,1
concentarate,1.0,2,2
