fdc_id,gtin_upc,title,branded_food_category,source,_corpus
SR28-168770,,"Candies, WHATCHAMACALLIT Candy Bar",19,sr28,nutrition_db
SR28-168771,,Chewing gum,19,sr28,nutrition_db
SR28-168772,,"Egg custards, dry mix",19,sr28,nutrition_db
SR28-168773,,"Egg custards, dry mix, prepared with whole milk",19,sr28,nutrition_db
SR28-168774,,"Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa",19,sr28,nutrition_db
SR28-168775,,"Gelatin desserts, dry mix",19,sr28,nutrition_db
SR28-168776,,"Candies, YORK BITES",19,sr28,nutrition_db
SR28-168777,,"Desserts, mousse, chocolate, prepared-from-recipe",19,sr28,nutrition_db
SR28-168778,,"Puddings, chocolate, ready-to-eat",19,sr28,nutrition_db
SR28-168779,,"Puddings, chocolate, dry mix, instant",19,sr28,nutrition_db
SR28-168780,,"Puddings, chocolate, dry mix, regular, prepared with 2% milk",19,sr28,nutrition_db
SR28-168781,,"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",19,sr28,nutrition_db
SR28-168782,,"Puddings, rice, ready-to-eat",19,sr28,nutrition_db
SR28-168783,,"Puddings, rice, dry mix",19,sr28,nutrition_db
SR28-168784,,"Puddings, vanilla, dry mix, instant",19,sr28,nutrition_db
SR28-168785,,"Puddings, vanilla, dry mix, instant, prepared with whole milk",19,sr28,nutrition_db
SR28-168786,,"Puddings, lemon, dry mix, instant, prepared with 2% milk",19,sr28,nutrition_db
SR28-168787,,"Egg custards, dry mix, prepared with 2% milk",19,sr28,nutrition_db
SR28-168788,,"Puddings, vanilla, dry mix, regular, prepared with 2% milk",19,sr28,nutrition_db
SR28-168789,,"Rennin, chocolate, dry mix, prepared with 2% milk",19,sr28,nutrition_db
SR28-168790,,"Rennin, vanilla, dry mix, prepared with 2% milk",19,sr28,nutrition_db
SR28-168791,,"Candies, praline, prepared-from-recipe",19,sr28,nutrition_db
SR28-168792,,"Desserts, rennin, vanilla, dry mix",19,sr28,nutrition_db
SR28-168793,,"Rennin, vanilla, dry mix, prepared with whole milk",19,sr28,nutrition_db
SR28-168794,,"Desserts, rennin, tablets, unsweetened",19,sr28,nutrition_db
SR28-168795,,"Frostings, chocolate, creamy, ready-to-eat",19,sr28,nutrition_db
SR28-168796,,"Flan, caramel custard, dry mix, prepared with whole milk",19,sr28,nutrition_db
SR28-168797,,"Puddings, vanilla, ready-to-eat, fat free",19,sr28,nutrition_db
SR28-168798,,"Puddings, tapioca, ready-to-eat, fat free",19,sr28,nutrition_db
SR28-168799,,"Puddings, chocolate, ready-to-eat, fat free",19,sr28,nutrition_db
SR28-168800,,"Frostings, chocolate, creamy, dry mix, prepared with butter",19,sr28,nutrition_db
SR28-168801,,"Candies, HEATH BITES",19,sr28,nutrition_db
SR28-168802,,"Frostings, vanilla, creamy, dry mix",19,sr28,nutrition_db
SR28-168803,,"Frostings, white, fluffy, dry mix",19,sr28,nutrition_db
SR28-168804,,"Candies, MARS SNACKFOOD US, DOVE Milk Chocolate",19,sr28,nutrition_db
SR28-168805,,"Candies, MARS SNACKFOOD US, DOVE Dark Chocolate",19,sr28,nutrition_db
SR28-168806,,"Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered",19,sr28,nutrition_db
SR28-168807,,"Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered",19,sr28,nutrition_db
SR28-168808,,"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",23,sr28,nutrition_db
SR28-168809,,"Ice creams, chocolate",19,sr28,nutrition_db
SR28-168810,,"Ice creams, strawberry",19,sr28,nutrition_db
SR28-168811,,"Snacks, FARLEY CANDY, FARLEY Fruit Snacks, with vitamins A, C, and E",23,sr28,nutrition_db
SR28-168812,,"Frozen novelties, ice type, italian, restaurant-prepared",19,sr28,nutrition_db
SR28-168813,,"Frozen novelties, ice type, pop",19,sr28,nutrition_db
SR28-168814,,"Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies",19,sr28,nutrition_db
SR28-168815,,"Frozen yogurts, vanilla, soft-serve",19,sr28,nutrition_db
SR28-168816,,"Fruit butters, apple",19,sr28,nutrition_db
SR28-168817,,"Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",19,sr28,nutrition_db
SR28-168818,,"Candies, MARS SNACKFOOD US, SNICKERS Almond bar",19,sr28,nutrition_db
SR28-168819,,"Marmalade, orange",19,sr28,nutrition_db
SR28-168820,,Molasses,19,sr28,nutrition_db
SR28-168821,,"Pectin, unsweetened, dry mix",19,sr28,nutrition_db
SR28-168822,,"Pie fillings, apple, canned",19,sr28,nutrition_db
SR28-168823,,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits",19,sr28,nutrition_db
SR28-168824,,"Pie fillings, canned, cherry",19,sr28,nutrition_db
SR28-168825,,"Puddings, banana, dry mix, regular, prepared with whole milk",19,sr28,nutrition_db
SR28-168826,,"Puddings, coconut cream, dry mix, instant",19,sr28,nutrition_db
SR28-168827,,"Puddings, coconut cream, dry mix, instant, prepared with whole milk",19,sr28,nutrition_db
SR28-168828,,"Puddings, coconut cream, dry mix, regular",19,sr28,nutrition_db
SR28-168829,,"Puddings, coconut cream, dry mix, regular, prepared with whole milk",19,sr28,nutrition_db
SR28-168830,,"Puddings, lemon, dry mix, instant, prepared with whole milk",19,sr28,nutrition_db
SR28-168831,,"Puddings, lemon, dry mix, regular",19,sr28,nutrition_db
SR28-168832,,"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water",19,sr28,nutrition_db
SR28-168833,,"Sugars, brown",19,sr28,nutrition_db
SR28-168834,,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",19,sr28,nutrition_db
SR28-168835,,"Syrups, chocolate, fudge-type",19,sr28,nutrition_db
SR28-168836,,"Syrups, corn, dark",19,sr28,nutrition_db
SR28-168837,,"Syrups, corn, light",19,sr28,nutrition_db
SR28-168838,,"Syrups, table blends, pancake, with 2% maple",19,sr28,nutrition_db
SR28-168839,,"Syrups, table blends, corn, refiner, and sugar",19,sr28,nutrition_db
SR28-168840,,"Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies",19,sr28,nutrition_db
SR28-168841,,"Toppings, butterscotch or caramel",19,sr28,nutrition_db
SR28-168842,,"Candies, MARS SNACKFOOD US, SKITTLES Sours Original",19,sr28,nutrition_db
SR28-168843,,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",19,sr28,nutrition_db
SR28-168844,,"Frostings, vanilla, creamy, dry mix, prepared with margarine",19,sr28,nutrition_db
SR28-168845,,"Frostings, chocolate, creamy, dry mix, prepared with margarine",19,sr28,nutrition_db
SR28-168846,,"Candies, divinity, prepared-from-recipe",19,sr28,nutrition_db
SR28-168847,,"Frozen novelties, ice type, pineapple-coconut",19,sr28,nutrition_db
SR28-168848,,"Frozen yogurts, chocolate, soft-serve",19,sr28,nutrition_db
SR28-168849,,"Snacks, banana chips",23,sr28,nutrition_db
SR28-168850,,"Snacks, beef sticks, smoked",23,sr28,nutrition_db
SR28-168851,,"Snacks, pork skins, barbecue-flavor",23,sr28,nutrition_db
SR28-168852,,"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",19,sr28,nutrition_db
SR28-168853,,"Snack, potato chips, made from dried potatoes, plain",23,sr28,nutrition_db
SR28-168854,,"Snacks, potato sticks",23,sr28,nutrition_db
SR28-168855,,"Snacks, rice cakes, brown rice, rye",23,sr28,nutrition_db
SR28-168856,,"Snacks, sesame sticks, wheat-based, salted",23,sr28,nutrition_db
SR28-168857,,"Snacks, corn cakes",23,sr28,nutrition_db
SR28-168858,,"Snacks, tortilla chips, nacho-flavor, reduced fat",23,sr28,nutrition_db
SR28-168859,,"Tortilla chips, low fat, baked without fat",23,sr28,nutrition_db
SR28-168860,,"Cheese puffs and twists, corn based, baked, low fat",23,sr28,nutrition_db
SR28-168861,,"Snacks, granola bar, fruit-filled, nonfat",23,sr28,nutrition_db
SR28-168862,,"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",23,sr28,nutrition_db
SR28-168863,,"Snacks, tortilla chips, low fat, made with olestra, nacho cheese",23,sr28,nutrition_db
SR28-168864,,"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",23,sr28,nutrition_db
SR28-168865,,"Snacks, taro chips",23,sr28,nutrition_db
SR28-168866,,"Puddings, banana, dry mix, instant, with added oil",19,sr28,nutrition_db
SR28-168867,,"Cornmeal, degermed, enriched, yellow",20,sr28,nutrition_db
SR28-168868,,"Cornmeal, yellow, self-rising, bolted, plain, enriched",20,sr28,nutrition_db
SR28-168869,,"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",20,sr28,nutrition_db
SR28-168870,,"Cornmeal, yellow, self-rising, degermed, enriched",20,sr28,nutrition_db
SR28-168871,,"Millet, cooked",20,sr28,nutrition_db
SR28-168872,,"Oat bran, raw",20,sr28,nutrition_db
SR28-168873,,"Oat bran, cooked",20,sr28,nutrition_db
SR28-168874,,"Quinoa, uncooked",20,sr28,nutrition_db
SR28-168875,,"Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)",20,sr28,nutrition_db
SR28-168876,,"Rice, brown, parboiled, dry, UNCLE BEN'S",20,sr28,nutrition_db
SR28-168877,,"Rice, white, long-grain, regular, raw, enriched",20,sr28,nutrition_db
SR28-168878,,"Rice, white, long-grain, regular, enriched, cooked",20,sr28,nutrition_db
SR28-168879,,"Rice, white, medium-grain, raw, enriched",20,sr28,nutrition_db
SR28-168880,,"Rice, white, medium-grain, enriched, cooked",20,sr28,nutrition_db
SR28-168881,,"Rice, white, short-grain, enriched, uncooked",20,sr28,nutrition_db
SR28-168882,,"Rice, white, short-grain, enriched, cooked",20,sr28,nutrition_db
SR28-168883,,"Rice, white, glutinous, unenriched, uncooked",20,sr28,nutrition_db
SR28-168884,,Rye grain,20,sr28,nutrition_db
SR28-168885,,"Rye flour, dark",20,sr28,nutrition_db
SR28-168886,,"Rye flour, medium",20,sr28,nutrition_db
SR28-168887,,"Rye flour, light",20,sr28,nutrition_db
SR28-168888,,"Triticale flour, whole-grain",20,sr28,nutrition_db
SR28-168889,,"Wheat, hard red spring",20,sr28,nutrition_db
SR28-168890,,"Wheat, hard red winter",20,sr28,nutrition_db
SR28-168891,,"Wheat, soft red winter",20,sr28,nutrition_db
SR28-168892,,"Wheat germ, crude",20,sr28,nutrition_db
SR28-168893,,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",20,sr28,nutrition_db
SR28-168894,,"Wheat flour, white, all-purpose, enriched, bleached",20,sr28,nutrition_db
SR28-168895,,"Wheat flour, white, all-purpose, self-rising, enriched",20,sr28,nutrition_db
SR28-168896,,"Wheat flour, white, bread, enriched",20,sr28,nutrition_db
SR28-168897,,"Wild rice, cooked",20,sr28,nutrition_db
SR28-168898,,"Rice flour, brown",20,sr28,nutrition_db
SR28-168899,,"Pasta, gluten-free, corn, dry",20,sr28,nutrition_db
SR28-168900,,"Pasta, gluten-free, corn, cooked",20,sr28,nutrition_db
SR28-168901,,"Pasta, homemade, made with egg, cooked",20,sr28,nutrition_db
SR28-168902,,"Pasta, homemade, made without egg, cooked",20,sr28,nutrition_db
SR28-168903,,"Macaroni, vegetable, enriched, dry",20,sr28,nutrition_db
SR28-168904,,"Macaroni, vegetable, enriched, cooked",20,sr28,nutrition_db
SR28-168905,,"Noodles, chinese, chow mein",20,sr28,nutrition_db
SR28-168906,,"Noodles, japanese, soba, dry",20,sr28,nutrition_db
SR28-168907,,"Noodles, japanese, soba, cooked",20,sr28,nutrition_db
SR28-168908,,"Noodles, japanese, somen, dry",20,sr28,nutrition_db
SR28-168909,,"Noodles, japanese, somen, cooked",20,sr28,nutrition_db
SR28-168910,,"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",20,sr28,nutrition_db
SR28-168911,,"Spaghetti, spinach, dry",20,sr28,nutrition_db
SR28-168912,,"Spaghetti, spinach, cooked",20,sr28,nutrition_db
SR28-168913,,"Wheat flours, bread, unenriched",20,sr28,nutrition_db
SR28-168914,,"Rice noodles, cooked",20,sr28,nutrition_db
SR28-168915,,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",20,sr28,nutrition_db
SR28-168916,,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked",20,sr28,nutrition_db
SR28-168917,,"Quinoa, cooked",20,sr28,nutrition_db
SR28-168918,,"Teff, cooked",20,sr28,nutrition_db
SR28-168919,,"Noodles, egg, cooked, enriched, with added salt",20,sr28,nutrition_db
SR28-168920,,"Corn grain, white",20,sr28,nutrition_db
SR28-168921,,"Corn flour, whole-grain, blue (harina de maiz morado)",20,sr28,nutrition_db
SR28-168922,,"Cornmeal, degermed, enriched, white",20,sr28,nutrition_db
SR28-168923,,"Cornmeal, white, self-rising, bolted, plain, enriched",20,sr28,nutrition_db
SR28-168924,,"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",20,sr28,nutrition_db
SR28-168925,,"Cornmeal, white, self-rising, degermed, enriched",20,sr28,nutrition_db
SR28-168926,,"Noodles, egg, unenriched, cooked, without added salt",20,sr28,nutrition_db
SR28-168927,,"Pasta, dry, unenriched",20,sr28,nutrition_db
SR28-168928,,"Pasta, cooked, unenriched, without added salt",20,sr28,nutrition_db
SR28-168929,,"Cornmeal, degermed, unenriched, yellow",20,sr28,nutrition_db
SR28-168930,,"Rice, white, medium-grain, cooked, unenriched",20,sr28,nutrition_db
SR28-168931,,"Rice, white, short-grain, raw, unenriched",20,sr28,nutrition_db
SR28-168932,,"Rice, white, short-grain, cooked, unenriched",20,sr28,nutrition_db
SR28-168933,,"Semolina, unenriched",20,sr28,nutrition_db
SR28-168934,,"Spaghetti, protein-fortified, cooked, enriched (n x 6.25)",20,sr28,nutrition_db
SR28-168935,,"Rice, white, long-grain, regular, cooked, unenriched, with salt",20,sr28,nutrition_db
SR28-168936,,"Wheat flour, white, all-purpose, enriched, unbleached",20,sr28,nutrition_db
SR28-168937,,"Spaghetti, protein-fortified, dry, enriched (n x 6.25)",20,sr28,nutrition_db
SR28-168938,,"Wheat flour, white (industrial), 10% protein, unbleached, enriched",20,sr28,nutrition_db
SR28-168939,,"Wheat flour, white (industrial), 11.5% protein, bleached, enriched",20,sr28,nutrition_db
SR28-168940,,"Wheat flour, white (industrial), 11.5% protein, bleached, unenriched",20,sr28,nutrition_db
SR28-168941,,"Wheat flour, white (industrial), 11.5% protein, unbleached, enriched",20,sr28,nutrition_db
SR28-168942,,"Wheat flour, white (industrial), 13% protein, bleached, enriched",20,sr28,nutrition_db
SR28-168943,,"Sorghum flour, whole-grain",20,sr28,nutrition_db
SR28-168944,,"Wheat flour, whole-grain, soft wheat",20,sr28,nutrition_db
SR28-168945,,"Potatoes, yellow fleshed, hash brown, shredded, salt added in processing, frozen, unprepared",11,sr28,nutrition_db
SR28-168946,,"Potatoes, french fried, wedge cut, frozen, unprepared",11,sr28,nutrition_db
SR28-168947,,"Potatoes, french fried, steak cut, salt not added in processing, frozen, unprepared",11,sr28,nutrition_db
SR28-168948,,"Potatoes, french fried, cross cut, frozen, unprepared",11,sr28,nutrition_db
SR28-168949,,"Rice and vermicelli mix, beef flavor, unprepared",22,sr28,nutrition_db
SR28-168950,,"Rice and vermicelli mix, beef flavor, prepared with 80% margarine",22,sr28,nutrition_db
SR28-168951,,"Rice and vermicelli mix, rice pilaf flavor, unprepared",22,sr28,nutrition_db
SR28-168952,,"Rice and vermicelli mix, rice pilaf flavor, prepared with 80% margarine",22,sr28,nutrition_db
SR28-168953,,"Pasta mix, classic cheeseburger macaroni, unprepared",22,sr28,nutrition_db
SR28-168954,,"Pasta mix, classic beef, unprepared",22,sr28,nutrition_db
SR28-168955,,"Pasta mix, Italian lasagna, unprepared",22,sr28,nutrition_db
SR28-168956,,"Yellow rice with seasoning, dry packet mix, unprepared",22,sr28,nutrition_db
SR28-168957,,"Pizza rolls, frozen, unprepared",22,sr28,nutrition_db
SR28-168958,,"Pasta mix, Italian four cheese lasagna, unprepared",22,sr28,nutrition_db
SR28-168959,,"Spanish rice mix, dry mix, unprepared",22,sr28,nutrition_db
SR28-168960,,"Lasagna, cheese, frozen, unprepared",22,sr28,nutrition_db
SR28-168961,,"Chicken, thighs, frozen, breaded, reheated",22,sr28,nutrition_db
SR28-168962,,"Turnover, meat- and cheese-filled, tomato-based sauce, reduced fat, frozen",22,sr28,nutrition_db
SR28-168963,,"Turnover, filled with egg, meat and cheese, frozen",22,sr28,nutrition_db
SR28-168964,,"Rice mix, white and wild, flavored, unprepared",22,sr28,nutrition_db
SR28-168965,,"Salisbury steak with gravy, frozen",22,sr28,nutrition_db
SR28-168966,,"Infant Formula, MEAD JOHNSON, ENFAMIL, Newborn, with ARA and DHA, powder",3,sr28,nutrition_db
SR28-168967,,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder",3,sr28,nutrition_db
SR28-168968,,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, Liquid concentrate, not reconstituted",3,sr28,nutrition_db
SR28-168969,,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, Liquid concentrate, not reconstituted",3,sr28,nutrition_db
SR28-168970,,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, GENTLEASE, Toddler transitions, with ARA and DHA, powder",3,sr28,nutrition_db
SR28-168971,,"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, powder, with ARA and DHA",3,sr28,nutrition_db
SR28-168972,,"Infant formula, GERBER, GOOD START 2 SOY, with iron, powder",3,sr28,nutrition_db
SR28-168973,,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, PurAmino, powder, not reconstituted",3,sr28,nutrition_db
SR28-168974,,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 20 calories ready-to-feed Low iron",3,sr28,nutrition_db
SR28-168975,,"Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron",3,sr28,nutrition_db
SR28-168976,,"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",24,sr28,nutrition_db
SR28-168977,,"Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native)",24,sr28,nutrition_db
SR28-168978,,Ascidians (tunughnak) (Alaska Native),24,sr28,nutrition_db
SR28-168979,,"Whale, beluga, flipper, raw (Alaska Native)",24,sr28,nutrition_db
SR28-168980,,"Whale, beluga, liver, raw (Alaska Native)",24,sr28,nutrition_db
SR28-168981,,"Oil, beluga, whale (Alaska Native)",24,sr28,nutrition_db
SR28-168982,,"Blackberries, wild, raw (Alaska Native)",24,sr28,nutrition_db
SR28-168983,,"Caribou, liver, raw (Alaska Native)",24,sr28,nutrition_db
SR28-168984,,"Stew/soup, caribou (Alaska Native)",24,sr28,nutrition_db
SR28-168985,,"Caribou, tongue, raw (Alaska Native)",24,sr28,nutrition_db
SR28-168986,,"Chiton, leathery, gumboots (Alaska Native)",24,sr28,nutrition_db
SR28-168987,,"Fish, devilfish, meat (Alaska Native)",24,sr28,nutrition_db
SR28-168988,,"Fireweed, young leaves, raw (Alaska Native)",24,sr28,nutrition_db
SR28-168989,,"Fish, herring eggs on giant kelp, Pacific (Alaska Native)",24,sr28,nutrition_db
SR28-168990,,"Fish, herring eggs, Pacific, dry (Alaska Native)",24,sr28,nutrition_db
SR28-168991,,"Stew, moose (Alaska Native)",24,sr28,nutrition_db
SR28-168992,,"Agave, cooked (Southwest)",24,sr28,nutrition_db
SR28-168993,,"Agave, dried (Southwest)",24,sr28,nutrition_db
SR28-168994,,"Cattail, Narrow Leaf Shoots (Northern Plains Indians)",24,sr28,nutrition_db
SR28-168995,,"Lambsquarters, raw (Northern Plains Indians)",24,sr28,nutrition_db
SR28-168996,,"Prairie Turnips, boiled (Northern Plains Indians)",24,sr28,nutrition_db
SR28-168997,,"Raspberries, wild (Northern Plains Indians)",24,sr28,nutrition_db
SR28-168998,,"Rose Hips, wild (Northern Plains Indians)",24,sr28,nutrition_db
SR28-168999,,"Chokecherries, raw, pitted (Northern Plains Indians)",24,sr28,nutrition_db
SR28-169000,,"Sea lion, Steller, liver (Alaska Native)",24,sr28,nutrition_db
SR28-169001,,"Sea lion, Steller, kidney (Alaska Native)",24,sr28,nutrition_db
SR28-169002,,"Sea lion, Steller, heart (Alaska Native)",24,sr28,nutrition_db
SR28-169003,,"Sea lion, Steller, meat (Alaska Native)",24,sr28,nutrition_db
SR28-169004,,"Piki bread, made from blue cornmeal (Hopi)",24,sr28,nutrition_db
SR28-169005,,"Wocas, tuber, cooked, Oregon, yellow pond lily (Klamath)",24,sr28,nutrition_db
SR28-169006,,"Stew, pinto bean and hominy, badufsuki (Hopi)",24,sr28,nutrition_db
SR28-169007,,"Tamales, masa and pork filling (Hopi)",24,sr28,nutrition_db
SR28-169008,,"APPLEBEE'S, Double Crunch Shrimp",25,sr28,nutrition_db
SR28-169009,,"APPLEBEE'S, french fries",25,sr28,nutrition_db
SR28-169010,,"APPLEBEE'S, KRAFT, Macaroni & Cheese, from kid's menu",25,sr28,nutrition_db
SR28-169011,,"APPLEBEE'S, mozzarella sticks",25,sr28,nutrition_db
SR28-169012,,"APPLEBEE'S, chicken tenders, from kids' menu",25,sr28,nutrition_db
SR28-169013,,"T.G.I. FRIDAY'S, chicken fingers, from kids' menu",25,sr28,nutrition_db
SR28-169014,,"T.G.I. FRIDAY'S, classic sirloin steak (10 oz)",25,sr28,nutrition_db
SR28-169015,,"Restaurant, family style, fried mozzarella sticks",25,sr28,nutrition_db
SR28-169016,,"Restaurant, family style, sirloin steak",25,sr28,nutrition_db
SR28-169017,,"APPLEBEE'S, fish, hand battered",25,sr28,nutrition_db
SR28-169018,,"APPLEBEE'S, chili",25,sr28,nutrition_db
SR28-169019,,"T.G.I. FRIDAY'S, chicken fingers",25,sr28,nutrition_db
SR28-169020,,"APPLEBEE'S, coleslaw",25,sr28,nutrition_db
SR28-169021,,"CRACKER BARREL, onion rings, thick-cut",25,sr28,nutrition_db
SR28-169022,,"DENNY'S, chicken strips",25,sr28,nutrition_db
SR28-169023,,"DENNY'S, coleslaw",25,sr28,nutrition_db
SR28-169024,,"DENNY'S, fish fillet, battered or breaded, fried",25,sr28,nutrition_db
SR28-169025,,"DENNY'S, hash browns",25,sr28,nutrition_db
SR28-169026,,"Restaurant, family style, coleslaw",25,sr28,nutrition_db
SR28-169027,,"Restaurant, family style, onion rings",25,sr28,nutrition_db
SR28-169028,,"Restaurant, family style, chili with meat and beans",25,sr28,nutrition_db
SR28-169029,,"Restaurant, family style, spaghetti and meatballs",25,sr28,nutrition_db
SR28-169030,,"CARRABBA'S ITALIAN GRILL, lasagne",25,sr28,nutrition_db
SR28-169031,,"ON THE BORDER, Mexican rice",25,sr28,nutrition_db
SR28-169032,,"ON THE BORDER, refried beans",25,sr28,nutrition_db
SR28-169033,,"Restaurant, Italian, spaghetti with pomodoro sauce (no meat)",25,sr28,nutrition_db
SR28-169034,,"ON THE BORDER, cheese quesadilla",25,sr28,nutrition_db
SR28-169035,,"Restaurant, Mexican, cheese quesadilla",25,sr28,nutrition_db
SR28-169036,,"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",25,sr28,nutrition_db
SR28-169037,,"OLIVE GARDEN, cheese ravioli with marinara sauce",25,sr28,nutrition_db
SR28-169038,,"Restaurant, Italian, cheese ravioli with marinara sauce",25,sr28,nutrition_db
SR28-169039,,"Cereals ready-to-eat, frosted oat cereal with marshmallows",8,sr28,nutrition_db
SR28-169040,,"Cereals ready-to-eat, WEETABIX whole grain cereal",8,sr28,nutrition_db
SR28-169041,,"Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan",8,sr28,nutrition_db
SR28-169042,,"Babyfood, juice, apple-sweet potato",3,sr28,nutrition_db
SR28-169043,,"Babyfood, juice, orange-carrot",3,sr28,nutrition_db
SR28-169044,,"Beverages, Orange juice drink",14,sr28,nutrition_db
SR28-169045,,"Gums, seed gums (includes locust bean, guar)",19,sr28,nutrition_db
SR28-169046,,"Snacks, potato chips, white, restructured, baked",23,sr28,nutrition_db
SR28-169047,,"Babyfood, baked product, finger snacks cereal fortified",3,sr28,nutrition_db
SR28-169048,,"Babyfood, cereal, brown rice, dry, instant",3,sr28,nutrition_db
SR28-169049,,"Babyfood, green beans and turkey, strained",3,sr28,nutrition_db
SR28-169050,,"Cheese, muenster, low fat",1,sr28,nutrition_db
SR28-169051,,"Cheese, mozzarella, nonfat",1,sr28,nutrition_db
SR28-169052,,"Margarine-like, butter-margarine blend, 80% fat, stick, without salt",4,sr28,nutrition_db
SR28-169053,,"Margarine-like, vegetable oil-butter spread, reduced calorie, tub, with salt",4,sr28,nutrition_db
SR28-169054,,"Babyfood, dinner, chicken and rice",3,sr28,nutrition_db
SR28-169055,,"Salad dressing, caesar dressing, regular",4,sr28,nutrition_db
SR28-169056,,"Salad dressing, coleslaw",4,sr28,nutrition_db
SR28-169057,,"Salad dressing, green goddess, regular",4,sr28,nutrition_db
SR28-169058,,"Jams and preserves, no sugar (with sodium saccharin), any flavor",19,sr28,nutrition_db
SR28-169059,,"Candies, chocolate covered, caramel with nuts",19,sr28,nutrition_db
SR28-169060,,"Candies, nougat, with almonds",19,sr28,nutrition_db
SR28-169061,,"Candies, gum drops, no sugar or low calorie (sorbitol)",19,sr28,nutrition_db
SR28-169062,,"Pie fillings, cherry, low calorie",19,sr28,nutrition_db
SR28-169063,,"Breakfast bars, oats, sugar, raisins, coconut (include granola bar)",23,sr28,nutrition_db
SR28-169064,,"Pretzels, soft",23,sr28,nutrition_db
SR28-169065,,"Beans, chili, barbecue, ranch style, cooked",16,sr28,nutrition_db
SR28-169066,,"Luncheon slices, meatless",16,sr28,nutrition_db
SR28-169067,,"Meatballs, meatless",16,sr28,nutrition_db
SR28-169068,,Vegetarian fillets,16,sr28,nutrition_db
SR28-169069,,"Sandwich spread, meatless",16,sr28,nutrition_db
SR28-169070,,"Alcoholic beverage, wine, cooking",14,sr28,nutrition_db
SR28-169071,,"Alcoholic beverage, wine, light",14,sr28,nutrition_db
SR28-169072,,"Sweeteners, tabletop, saccharin (sodium saccharin)",19,sr28,nutrition_db
SR28-169073,,"Beverage, instant breakfast powder, chocolate, not reconstituted",1,sr28,nutrition_db
SR28-169074,,"Tomato sauce, canned, no salt added",11,sr28,nutrition_db
SR28-169075,,"Cereals ready-to-eat, ALPEN",8,sr28,nutrition_db
SR28-169076,,"Cereals ready-to-eat, FAMILIA",8,sr28,nutrition_db
SR28-169077,,"Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits",8,sr28,nutrition_db
SR28-169078,,"Cheese, cottage, with vegetables",1,sr28,nutrition_db
SR28-169079,,"Cheese, cream, low fat",1,sr28,nutrition_db
SR28-169080,,"Cheese, pasteurized process, American, low fat",1,sr28,nutrition_db
SR28-169081,,"Cheese spread, cream cheese base",1,sr28,nutrition_db
SR28-169082,,"Pork, oriental style, dehydrated",10,sr28,nutrition_db
SR28-169083,,"Soybean, curd cheese",16,sr28,nutrition_db
SR28-169084,,"Potatoes, canned, drained solids, no salt added",11,sr28,nutrition_db
SR28-169085,,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",11,sr28,nutrition_db
SR28-169086,,"Litchis, raw",9,sr28,nutrition_db
SR28-169087,,"Litchis, dried",9,sr28,nutrition_db
SR28-169088,,"Loganberries, frozen",9,sr28,nutrition_db
SR28-169089,,"Longans, raw",9,sr28,nutrition_db
